Stock Item Key;WWI Stock Item ID;Stock Item;Color;Selling Package;Buying Package;Brand;Size;Lead Time Days;Quantity Per Outer;Is Chiller Stock;Tax Rate;Unit Price;Recommended Retail Price;Typical Weight Per Unit
2449;9;USB food flash drive - banana;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2450;6;USB food flash drive - hot dog;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2451;5;USB food flash drive - hamburger;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2452;2;USB rocket launcher (Gray);Gray;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2453;1;USB missile launcher (Green);N/A;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2454;224;Chocolate frogs 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2455;12;USB food flash drive - donut;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2456;11;USB food flash drive - cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2457;9;USB food flash drive - banana;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2458;6;USB food flash drive - hot dog;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2459;5;USB food flash drive - hamburger;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2460;1;USB missile launcher (Green);N/A;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2461;215;Air cushion machine (Blue);N/A;Each;Each;N/A;N/A;20;1;False;20;1899;2839,01;10
2462;212;Large  replacement blades 18mm;N/A;Each;Each;N/A;18mm;14;10;False;14;4,3;6,43;0,8
2463;211;Small 9mm replacement blades 9mm;N/A;Each;Each;N/A;9mm;14;10;False;14;4,1;6,13;0,7
2464;176;Bubblewrap dispenser (Red) 1.5m;Red;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2465;155;Large sized bubblewrap roll 50m;N/A;Each;Each;N/A;50m;14;10;False;14;24;35,88;10
2466;154;Medium sized bubblewrap roll 20m;N/A;Each;Each;N/A;20m;14;10;False;14;20;29,9;6
2467;153;Small sized bubblewrap roll 10m;N/A;Each;Each;N/A;10m;14;10;False;14;4,5;6,73;5
2468;102;Alien officer hoodie (Black) XL;Black;Each;Each;N/A;XL;12;1;False;12;35;52,33;0,4
2469;110;Superhero action jacket (Blue) S;Blue;Each;Each;N/A;S;12;1;False;12;25;37,38;0,3
2470;111;Superhero action jacket (Blue) M;Blue;Each;Each;N/A;M;12;1;False;12;30;44,85;0,35
2471;112;Superhero action jacket (Blue) L;Blue;Each;Each;N/A;L;12;1;False;12;30;44,85;0,35
2472;138;Furry animal socks (Pink) S;N/A;Pair;Packet;N/A;S;12;12;False;12;5;7,48;0,1
2473;139;Furry animal socks (Pink) M;N/A;Pair;Packet;N/A;M;12;12;False;12;5;7,48;0,1
2474;140;Furry animal socks (Pink) L;N/A;Pair;Packet;N/A;L;12;12;False;12;5;7,48;0,1
2475;141;Furry animal socks (Pink) XL;N/A;Pair;Packet;N/A;XL;12;12;False;12;5;7,48;0,1
2476;224;Chocolate frogs 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2477;12;USB food flash drive - donut;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2478;11;USB food flash drive - cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2479;9;USB food flash drive - banana;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2480;6;USB food flash drive - hot dog;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2481;5;USB food flash drive - hamburger;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2482;5;USB food flash drive - hamburger;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2483;6;USB food flash drive - hot dog;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2484;9;USB food flash drive - banana;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2485;11;USB food flash drive - cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2486;12;USB food flash drive - donut;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2487;1;USB missile launcher (Green);N/A;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2488;153;Small sized bubblewrap roll 10m;N/A;Each;Each;N/A;10m;14;10;False;14;4,5;6,73;5
2489;154;Medium sized bubblewrap roll 20m;N/A;Each;Each;N/A;20m;14;10;False;14;20;29,9;6
2490;155;Large sized bubblewrap roll 50m;N/A;Each;Each;N/A;50m;14;10;False;14;24;35,88;10
2491;176;Bubblewrap dispenser (Red) 1.5m;Red;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2492;211;Small 9mm replacement blades 9mm;N/A;Each;Each;N/A;9mm;14;10;False;14;4,1;6,13;0,7
2493;212;Large  replacement blades 18mm;N/A;Each;Each;N/A;18mm;14;10;False;14;4,3;6,43;0,8
2494;215;Air cushion machine (Blue);N/A;Each;Each;N/A;N/A;20;1;False;20;1899;2839,01;10
2495;219;Void fill 400 L bag (White) 400L;N/A;Each;Each;N/A;400L;14;10;False;14;50;74,75;1
2496;218;Void fill 300 L bag (White) 300L;N/A;Each;Each;N/A;300L;14;10;False;14;37,5;56,06;0,75
2497;217;Void fill 200 L bag (White) 200L;N/A;Each;Each;N/A;200L;14;10;False;14;25;37,38;0,5
2498;216;Void fill 100 L bag (White) 100L;N/A;Each;Each;N/A;100L;14;10;False;14;12,5;18,69;0,25
2499;214;Air cushion film 200mmx200mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;90;134,55;6
2500;213;Air cushion film 200mmx100mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;87;130,07;5
2501;208;Permanent marker red 5mm nib (Red) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2502;207;Permanent marker blue 5mm nib (Blue) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2503;190;Clear packaging tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;20;False;14;3,5;5,23;0,7
2504;189;Clear packaging tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;26;False;14;2,9;4,34;0,5
2505;175;Bubblewrap dispenser (Blue) 1.5m;Blue;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2506;174;Bubblewrap dispenser (Black) 1.5m;Black;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2507;164;32 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;112;167,44;10
2508;163;32 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;37;55,32;6
2509;162;32 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;22;32,89;5
2510;161;20 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;108;161,46;10
2511;160;20 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;33;49,34;6
2512;159;20 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;18;26,91;5
2513;158;10 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;105;156,98;10
2514;157;10 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;30;44,85;6
2515;156;10 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;15;22,43;5
2516;152;Pack of 12 action figures (female);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2517;151;Pack of 12 action figures (male);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2518;150;Pack of 12 action figures (variety);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2519;137;Animal with big feet slippers (Brown) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2520;136;Animal with big feet slippers (Brown) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2521;135;Animal with big feet slippers (Brown) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2522;134;Animal with big feet slippers (Brown) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2523;125;Ogre battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2524;124;Ogre battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2525;123;Ogre battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2526;122;Ogre battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2527;117;Superhero action jacket (Blue) 5XL;Blue;Each;Each;N/A;5XL;12;1;False;12;34;50,83;0,4
2528;116;Superhero action jacket (Blue) 4XL;Blue;Each;Each;N/A;4XL;12;1;False;12;34;50,83;0,4
2529;115;Superhero action jacket (Blue) 3XL;Blue;Each;Each;N/A;3XL;12;1;False;12;34;50,83;0,4
2530;114;Superhero action jacket (Blue) XXL;Blue;Each;Each;N/A;XXL;12;1;False;12;30;44,85;0,35
2531;113;Superhero action jacket (Blue) XL;Blue;Each;Each;N/A;XL;12;1;False;12;30;44,85;0,35
2532;109;Superhero action jacket (Blue) XS;Blue;Each;Each;N/A;XS;12;1;False;12;25;37,38;0,3
2533;108;Superhero action jacket (Blue) XXS;Blue;Each;Each;N/A;XXS;12;1;False;12;25;37,38;0,3
2534;107;Superhero action jacket (Blue) 3XS;Blue;Each;Each;N/A;3XS;12;1;False;12;25;37,38;0,3
2535;106;Alien officer hoodie (Black) 5XL;Black;Each;Each;N/A;5XL;12;1;False;12;35;52,33;0,4
2536;105;Alien officer hoodie (Black) 4XL;Black;Each;Each;N/A;4XL;12;1;False;12;35;52,33;0,4
2537;104;Alien officer hoodie (Black) 3XL;Black;Each;Each;N/A;3XL;12;1;False;12;35;52,33;0,4
2538;103;Alien officer hoodie (Black) XXL;Black;Each;Each;N/A;XXL;12;1;False;12;35;52,33;0,4
2539;23;DBA joke mug - it depends (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2540;22;DBA joke mug - it depends (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2541;19;DBA joke mug - daaaaaa-ta (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2542;18;DBA joke mug - daaaaaa-ta (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2543;14;USB food flash drive - fortune cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2544;13;USB food flash drive - shrimp cocktail;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2545;10;USB food flash drive - chocolate bar;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2546;7;USB food flash drive - pizza slice;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2547;4;USB food flash drive - sushi roll;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2548;3;Office cube periscope (Black);Black;Each;Carton;N/A;N/A;14;10;False;14;18,5;27,66;0,25
2549;223;Chocolate echidnas 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2550;222;Chocolate beetles 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2551;225;Chocolate sharks 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2552;14;USB food flash drive - fortune cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2553;13;USB food flash drive - shrimp cocktail;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2554;10;USB food flash drive - chocolate bar;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2555;7;USB food flash drive - pizza slice;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2556;4;USB food flash drive - sushi roll;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2557;23;DBA joke mug - it depends (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2558;22;DBA joke mug - it depends (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2559;19;DBA joke mug - daaaaaa-ta (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2560;18;DBA joke mug - daaaaaa-ta (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2561;2;USB rocket launcher (Gray);Steel Gray;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2562;219;Void fill 400 L bag (White) 400L;N/A;Each;Each;N/A;400L;14;10;False;14;50;74,75;1
2563;218;Void fill 300 L bag (White) 300L;N/A;Each;Each;N/A;300L;14;10;False;14;37,5;56,06;0,75
2564;217;Void fill 200 L bag (White) 200L;N/A;Each;Each;N/A;200L;14;10;False;14;25;37,38;0,5
2565;216;Void fill 100 L bag (White) 100L;N/A;Each;Each;N/A;100L;14;10;False;14;12,5;18,69;0,25
2566;214;Air cushion film 200mmx200mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;90;134,55;6
2567;213;Air cushion film 200mmx100mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;87;130,07;5
2568;208;Permanent marker red 5mm nib (Red) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2569;207;Permanent marker blue 5mm nib (Blue) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2570;190;Clear packaging tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;20;False;14;3,5;5,23;0,7
2571;189;Clear packaging tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;26;False;14;2,9;4,34;0,5
2572;175;Bubblewrap dispenser (Blue) 1.5m;Blue;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2573;174;Bubblewrap dispenser (Black) 1.5m;Black;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2574;164;32 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;112;167,44;10
2575;163;32 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;37;55,32;6
2576;162;32 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;22;32,89;5
2577;161;20 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;108;161,46;10
2578;160;20 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;33;49,34;6
2579;159;20 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;18;26,91;5
2580;158;10 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;105;156,98;10
2581;157;10 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;30;44,85;6
2582;156;10 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;15;22,43;5
2583;137;Animal with big feet slippers (Brown) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2584;136;Animal with big feet slippers (Brown) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2585;135;Animal with big feet slippers (Brown) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2586;134;Animal with big feet slippers (Brown) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2587;129;Plush shark slippers (Gray) XL;Steel Gray;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2588;128;Plush shark slippers (Gray) L;Steel Gray;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2589;127;Plush shark slippers (Gray) M;Steel Gray;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2590;126;Plush shark slippers (Gray) S;Steel Gray;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2591;125;Ogre battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2592;124;Ogre battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2593;123;Ogre battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2594;122;Ogre battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2595;149;Halloween skull mask (Gray) XL;Steel Gray;Each;Carton;N/A;XL;12;12;False;12;18;26,91;0,3
2596;148;Halloween skull mask (Gray) L;Steel Gray;Each;Carton;N/A;L;12;12;False;12;18;26,91;0,3
2597;147;Halloween skull mask (Gray) M;Steel Gray;Each;Carton;N/A;M;12;12;False;12;18;26,91;0,3
2598;146;Halloween skull mask (Gray) S;Steel Gray;Each;Carton;N/A;S;12;12;False;12;18;26,91;0,3
2599;152;Pack of 12 action figures (female);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2600;151;Pack of 12 action figures (male);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2601;150;Pack of 12 action figures (variety);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2602;3;Office cube periscope (Black);Black;Each;Carton;N/A;N/A;14;10;False;14;18,5;27,66;0,25
2603;103;Alien officer hoodie (Black) XXL;Black;Each;Each;N/A;XXL;12;1;False;12;35;52,33;0,4
2604;104;Alien officer hoodie (Black) 3XL;Black;Each;Each;N/A;3XL;12;1;False;12;35;52,33;0,4
2605;105;Alien officer hoodie (Black) 4XL;Black;Each;Each;N/A;4XL;12;1;False;12;35;52,33;0,4
2606;106;Alien officer hoodie (Black) 5XL;Black;Each;Each;N/A;5XL;12;1;False;12;35;52,33;0,4
2607;107;Superhero action jacket (Blue) 3XS;Blue;Each;Each;N/A;3XS;12;1;False;12;25;37,38;0,3
2608;108;Superhero action jacket (Blue) XXS;Blue;Each;Each;N/A;XXS;12;1;False;12;25;37,38;0,3
2609;109;Superhero action jacket (Blue) XS;Blue;Each;Each;N/A;XS;12;1;False;12;25;37,38;0,3
2610;113;Superhero action jacket (Blue) XL;Blue;Each;Each;N/A;XL;12;1;False;12;30;44,85;0,35
2611;114;Superhero action jacket (Blue) XXL;Blue;Each;Each;N/A;XXL;12;1;False;12;30;44,85;0,35
2612;115;Superhero action jacket (Blue) 3XL;Blue;Each;Each;N/A;3XL;12;1;False;12;34;50,83;0,4
2613;116;Superhero action jacket (Blue) 4XL;Blue;Each;Each;N/A;4XL;12;1;False;12;34;50,83;0,4
2614;117;Superhero action jacket (Blue) 5XL;Blue;Each;Each;N/A;5XL;12;1;False;12;34;50,83;0,4
2615;222;Chocolate beetles 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2616;223;Chocolate echidnas 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2617;225;Chocolate sharks 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2618;146;Halloween skull mask (Gray) S;Steel Gray;Each;Carton;N/A;S;12;12;False;12;18;26,91;0,3
2619;147;Halloween skull mask (Gray) M;Steel Gray;Each;Carton;N/A;M;12;12;False;12;18;26,91;0,3
2620;148;Halloween skull mask (Gray) L;Steel Gray;Each;Carton;N/A;L;12;12;False;12;18;26,91;0,3
2621;149;Halloween skull mask (Gray) XL;Steel Gray;Each;Carton;N/A;XL;12;12;False;12;18;26,91;0,3
2622;150;Pack of 12 action figures (variety);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2623;151;Pack of 12 action figures (male);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2624;152;Pack of 12 action figures (female);N/A;Packet;Packet;N/A;N/A;2;1;False;2;16;23,92;0,25
2625;137;Animal with big feet slippers (Brown) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2626;136;Animal with big feet slippers (Brown) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2627;135;Animal with big feet slippers (Brown) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2628;134;Animal with big feet slippers (Brown) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2629;129;Plush shark slippers (Gray) XL;Steel Gray;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2630;128;Plush shark slippers (Gray) L;Steel Gray;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2631;127;Plush shark slippers (Gray) M;Steel Gray;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2632;126;Plush shark slippers (Gray) S;Steel Gray;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2633;125;Ogre battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2634;124;Ogre battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2635;123;Ogre battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2636;122;Ogre battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2637;122;Ogre battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2638;123;Ogre battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2639;124;Ogre battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2640;125;Ogre battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2641;126;Plush shark slippers (Gray) S;Steel Gray;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2642;127;Plush shark slippers (Gray) M;Steel Gray;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2643;128;Plush shark slippers (Gray) L;Steel Gray;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2644;129;Plush shark slippers (Gray) XL;Steel Gray;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2645;134;Animal with big feet slippers (Brown) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2646;135;Animal with big feet slippers (Brown) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2647;136;Animal with big feet slippers (Brown) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2648;137;Animal with big feet slippers (Brown) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2649;14;USB food flash drive - fortune cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2650;13;USB food flash drive - shrimp cocktail;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2651;10;USB food flash drive - chocolate bar;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2652;7;USB food flash drive - pizza slice;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2653;4;USB food flash drive - sushi roll;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2654;18;DBA joke mug - daaaaaa-ta (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2655;19;DBA joke mug - daaaaaa-ta (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2656;22;DBA joke mug - it depends (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2657;23;DBA joke mug - it depends (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2658;4;USB food flash drive - sushi roll;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2659;7;USB food flash drive - pizza slice;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2660;10;USB food flash drive - chocolate bar;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2661;13;USB food flash drive - shrimp cocktail;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2662;14;USB food flash drive - fortune cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2663;2;USB rocket launcher (Gray);Steel Gray;Each;Each;N/A;N/A;14;1;False;14;25;37,38;0,3
2664;156;10 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;15;22,43;5
2665;157;10 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;30;44,85;6
2666;158;10 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;105;156,98;10
2667;159;20 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;18;26,91;5
2668;160;20 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;33;49,34;6
2669;161;20 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;108;161,46;10
2670;162;32 mm Double sided bubble wrap 10m;N/A;Each;Each;N/A;10m;14;10;False;14;22;32,89;5
2671;163;32 mm Double sided bubble wrap 20m;N/A;Each;Each;N/A;20m;14;10;False;14;37;55,32;6
2672;164;32 mm Double sided bubble wrap 50m;N/A;Each;Each;N/A;50m;14;10;False;14;112;167,44;10
2673;174;Bubblewrap dispenser (Black) 1.5m;Black;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2674;175;Bubblewrap dispenser (Blue) 1.5m;Blue;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2675;189;Clear packaging tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;26;False;14;2,9;4,34;0,5
2676;190;Clear packaging tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;20;False;14;3,5;5,23;0,7
2677;207;Permanent marker blue 5mm nib (Blue) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2678;208;Permanent marker red 5mm nib (Red) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2679;213;Air cushion film 200mmx100mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;87;130,07;5
2680;214;Air cushion film 200mmx200mm 325m;N/A;Each;Each;N/A;325m;14;1;False;14;90;134,55;6
2681;216;Void fill 100 L bag (White) 100L;N/A;Each;Each;N/A;100L;14;10;False;14;12,5;18,69;0,25
2682;217;Void fill 200 L bag (White) 200L;N/A;Each;Each;N/A;200L;14;10;False;14;25;37,38;0,5
2683;218;Void fill 300 L bag (White) 300L;N/A;Each;Each;N/A;300L;14;10;False;14;37,5;56,06;0,75
2684;219;Void fill 400 L bag (White) 400L;N/A;Each;Each;N/A;400L;14;10;False;14;50;74,75;1
